,going_out,gender,age,country,area,100_grand_bar,anonymous_brown_globs_that_come_in_black_and_orange_wrappers	(a.k.a._mary_janes),any_full-sized_candy_bar,black_jacks,bonkers_(the_candy),bonkers_(the_board_game),bottle_caps,box'o'raisins,broken_glow_stick,butterfinger,cadbury_creme_eggs,candy_corn,candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants,caramellos,"cash,_or_other_forms_of_legal_tender",chardonnay,chick-o-sticks_(we_don’t_know_what_that_is),chiclets,coffee_crisp,creepy_religious_comics/chick_tracts,dental_paraphenalia,dots,dove_bars,fuzzy_peaches,generic_brand_acetaminophen,glow_sticks,goo_goo_clusters,good_n'_plenty,gum_from_baseball_cards,gummy_bears_straight_up,hard_candy,healthy_fruit,heath_bar,hershey's_dark_chocolate,hershey’s_milk_chocolate,hershey's_kisses,hugs_(actual_physical_hugs),jolly_rancher_(bad_flavor),jolly_ranchers_(good_flavor),joyjoy_(mit_iodine!),junior_mints,senior_mints,kale_smoothie,kinder_happy_hippo,kit_kat,laffytaffy,lemonheads,licorice_(not_black),licorice_(yes_black),lindt_truffle,lollipops,mars,maynards,mike_and_ike,milk_duds,milky_way,regular_m&ms,peanut_m&m’s,blue_m&m's,red_m&m's,green_party_m&m's,independent_m&m's,abstained_from_m&m'ing.,minibags_of_chips,mint_kisses,mint_juleps,mr._goodbar,necco_wafers,nerds,nestle_crunch,now'n'laters,peeps,pencils,pixy_stix,real_housewives_of_orange_county_season_9_blue-ray,reese’s_peanut_butter_cups,reese's_pieces,reggie_jackson_bar,rolos,sandwich-sized_bags_filled_with_booberry_crunch,skittles,smarties_(american),smarties_(commonwealth),snickers,sourpatch_kids_(i.e._abominations_of_nature),spotted_dick,starburst,sweet_tarts,swedish_fish,sweetums_(a_friend_to_diabetes),take_5,tic_tacs,those_odd_marshmallow_circus_peanut_things,three_musketeers,tolberone_something_or_other,trail_mix,twix,"vials_of_pure_high_fructose_corn_syrup,_for_main-lining_into_your_vein",vicodin,whatchamacallit_bars,white_bread,whole_wheat_anything,york_peppermint_patties,dress,day
939,No,male,56,usa,georgia,meh,meh,meh,despair,despair,meh,despair,despair,despair,joy,despair,meh,meh,meh,joy,meh,meh,meh,meh,despair,despair,meh,meh,despair,despair,meh,meh,joy,despair,joy,meh,meh,joy,joy,joy,joy,joy,despair,meh,despair,joy,meh,despair,despair,joy,meh,meh,meh,joy,joy,meh,joy,meh,joy,joy,meh,joy,joy,joy,joy,joy,joy,despair,meh,joy,joy,meh,meh,meh,joy,meh,despair,despair,meh,meh,joy,meh,despair,joy,despair,joy,meh,meh,joy,despair,despair,meh,meh,meh,despair,meh,meh,despair,despair,joy,meh,joy,despair,despair,despair,despair,despair,joy,Blue and black,Sunday
940,No,male,34,usa,california,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,despair,joy,despair,despair,despair,despair,White and gold,Friday
941,No,female,43,usa,new mexico,meh,meh,joy,meh,meh,meh,meh,meh,despair,joy,joy,despair,meh,joy,joy,joy,despair,meh,joy,meh,meh,despair,joy,joy,meh,joy,meh,joy,despair,despair,joy,joy,joy,joy,joy,meh,meh,meh,joy,meh,meh,joy,meh,joy,joy,joy,joy,meh,joy,joy,joy,joy,meh,joy,joy,joy,joy,joy,joy,joy,joy,meh,despair,joy,meh,joy,joy,meh,joy,joy,joy,despair,joy,joy,despair,joy,meh,meh,joy,joy,joy,meh,meh,joy,joy,meh,joy,joy,meh,meh,meh,meh,despair,joy,joy,joy,joy,meh,meh,joy,despair,despair,joy,White and gold,Sunday
942,No,male,69,usa,florida,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
943,Yes,male,8,usa,oregon,meh,despair,joy,meh,meh,joy,joy,despair,despair,joy,meh,joy,meh,despair,joy,meh,meh,joy,despair,despair,meh,joy,joy,meh,despair,joy,meh,despair,meh,meh,joy,meh,joy,meh,joy,joy,despair,despair,joy,meh,meh,meh,meh,meh,joy,joy,joy,joy,despair,meh,joy,meh,meh,joy,joy,joy,joy,joy,joy,joy,joy,joy,despair,meh,meh,meh,joy,meh,joy,joy,joy,joy,meh,joy,despair,joy,joy,meh,joy,meh,joy,joy,meh,joy,joy,meh,joy,joy,joy,meh,meh,meh,meh,meh,joy,meh,joy,despair,despair,despair,joy,joy,meh,Blue and black,Friday
944,No,male,42,usa,pennsylvania,meh,despair,joy,meh,meh,meh,meh,meh,despair,joy,joy,meh,despair,meh,joy,meh,meh,despair,joy,despair,despair,meh,joy,meh,despair,meh,meh,meh,meh,despair,meh,meh,meh,joy,meh,meh,joy,meh,meh,meh,joy,meh,meh,joy,joy,meh,meh,meh,joy,joy,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,joy,meh,meh,joy,joy,despair,despair,meh,despair,joy,joy,meh,joy,despair,meh,joy,joy,joy,meh,meh,meh,joy,meh,meh,joy,meh,despair,joy,joy,meh,joy,meh,meh,joy,meh,meh,joy,White and gold,Sunday
945,No,female,34,usa,iowa,joy,meh,joy,despair,despair,despair,joy,meh,despair,joy,despair,meh,despair,joy,joy,meh,meh,joy,despair,despair,despair,joy,despair,meh,meh,meh,meh,joy,meh,joy,joy,meh,joy,meh,meh,meh,despair,meh,joy,meh,joy,meh,joy,meh,joy,joy,joy,joy,joy,meh,joy,joy,meh,joy,joy,joy,meh,joy,meh,meh,meh,meh,meh,joy,meh,meh,joy,joy,joy,joy,joy,despair,despair,meh,despair,joy,joy,despair,joy,despair,joy,joy,despair,joy,joy,despair,joy,joy,meh,despair,joy,meh,meh,joy,meh,meh,joy,despair,despair,joy,despair,despair,joy,White and gold,Friday
946,Yes,male,53,canada,british columbia,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
947,Yes,male,53,canada,british columbia,joy,meh,joy,despair,meh,despair,meh,despair,despair,joy,meh,meh,despair,joy,joy,joy,despair,meh,joy,despair,despair,joy,joy,meh,despair,joy,meh,despair,despair,despair,despair,meh,joy,joy,joy,joy,joy,despair,joy,meh,joy,meh,despair,meh,joy,joy,despair,meh,despair,joy,despair,joy,meh,meh,joy,joy,meh,joy,meh,joy,joy,joy,meh,joy,meh,meh,joy,despair,despair,joy,joy,despair,meh,joy,despair,joy,meh,joy,joy,despair,despair,meh,despair,joy,despair,meh,meh,meh,joy,meh,meh,meh,meh,joy,joy,joy,joy,despair,despair,despair,despair,despair,joy,White and gold,Sunday
948,No,male,37,canada,new brunswick,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
949,No,male,43,usa,iowa,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
950,No,male,50,usa,texas,meh,meh,joy,despair,meh,despair,despair,despair,despair,joy,joy,meh,despair,meh,joy,joy,meh,meh,despair,despair,despair,despair,joy,joy,meh,meh,joy,despair,despair,despair,despair,despair,joy,joy,joy,joy,meh,despair,meh,despair,joy,despair,despair,despair,joy,meh,meh,meh,despair,joy,despair,joy,despair,despair,joy,joy,meh,joy,joy,joy,joy,joy,joy,meh,joy,joy,joy,despair,meh,joy,meh,despair,despair,joy,despair,joy,joy,meh,meh,meh,meh,meh,meh,joy,meh,despair,joy,joy,meh,meh,joy,despair,despair,joy,joy,meh,joy,despair,joy,joy,despair,despair,joy,White and gold,Sunday
951,No,male,44,usa,texas,joy,despair,joy,meh,despair,meh,meh,despair,despair,meh,despair,despair,despair,joy,joy,joy,despair,despair,meh,despair,despair,meh,joy,despair,despair,meh,meh,meh,despair,joy,meh,despair,meh,joy,meh,meh,joy,despair,joy,despair,despair,despair,despair,despair,joy,despair,despair,despair,meh,joy,meh,meh,meh,despair,meh,joy,joy,joy,joy,joy,joy,joy,despair,meh,meh,joy,meh,meh,joy,joy,despair,despair,despair,meh,despair,joy,joy,despair,joy,meh,joy,joy,joy,joy,joy,despair,joy,joy,meh,meh,despair,despair,despair,meh,joy,despair,joy,despair,despair,joy,despair,despair,despair,White and gold,Friday
952,No,male,40,united kingdom,ohio,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
953,No,male,66,usa,california,meh,meh,joy,meh,meh,despair,meh,despair,despair,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
954,No,i'd rather not say,12,usa,queens,joy,despair,joy,despair,meh,meh,despair,despair,despair,joy,meh,despair,meh,despair,meh,despair,despair,despair,despair,despair,despair,despair,joy,despair,despair,meh,meh,despair,meh,despair,meh,despair,despair,joy,joy,meh,despair,meh,joy,despair,meh,despair,despair,meh,joy,meh,joy,meh,despair,joy,joy,joy,despair,meh,despair,joy,joy,joy,joy,joy,joy,joy,joy,meh,despair,despair,joy,despair,joy,joy,despair,meh,despair,joy,despair,joy,joy,despair,joy,despair,joy,meh,meh,joy,joy,despair,joy,joy,joy,despair,despair,despair,despair,joy,meh,despair,joy,despair,despair,meh,despair,meh,joy,Blue and black,Friday
955,No,female,42,usa,vermont,joy,meh,joy,meh,meh,meh,meh,despair,despair,joy,joy,joy,despair,meh,meh,despair,joy,joy,despair,meh,despair,meh,joy,joy,despair,joy,meh,despair,despair,joy,meh,despair,joy,meh,meh,joy,joy,despair,joy,meh,joy,meh,despair,joy,joy,meh,joy,meh,despair,meh,meh,joy,joy,meh,joy,joy,meh,joy,meh,meh,meh,meh,meh,despair,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,despair,joy,meh,meh,joy,despair,meh,despair,joy,joy,joy,despair,meh,meh,joy,meh,meh,despair,joy,joy,meh,despair,meh,joy,joy,joy,meh,meh,joy,Blue and black,Friday
956,No,male,53,usa,louisiana,joy,despair,joy,despair,meh,despair,despair,despair,despair,joy,joy,meh,despair,joy,joy,joy,meh,meh,meh,despair,despair,meh,joy,despair,despair,joy,joy,despair,despair,meh,meh,despair,joy,meh,despair,joy,despair,despair,despair,joy,joy,despair,despair,joy,joy,meh,joy,despair,despair,joy,joy,joy,meh,despair,joy,joy,joy,joy,joy,joy,joy,despair,despair,joy,meh,joy,joy,meh,meh,joy,despair,meh,despair,despair,despair,joy,joy,joy,joy,despair,joy,despair,despair,joy,despair,joy,joy,despair,joy,despair,joy,despair,joy,joy,joy,despair,joy,despair,joy,joy,despair,despair,joy,Blue and black,Sunday
957,No,male,61,usa,california,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
958,No,male,35,usa,massachusetts,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
959,No,male,43,usa,illinois,meh,despair,joy,despair,despair,despair,meh,despair,despair,joy,meh,despair,despair,meh,joy,meh,despair,despair,meh,joy,despair,meh,meh,despair,despair,despair,despair,despair,despair,joy,meh,despair,joy,joy,joy,meh,despair,meh,joy,joy,joy,meh,despair,despair,joy,joy,joy,joy,despair,despair,joy,meh,meh,meh,joy,joy,joy,meh,meh,meh,meh,meh,meh,despair,despair,despair,meh,despair,meh,meh,joy,meh,despair,despair,despair,joy,joy,despair,meh,despair,joy,joy,despair,joy,joy,despair,joy,meh,despair,despair,despair,despair,despair,meh,meh,despair,joy,despair,joy,meh,despair,despair,meh,Blue and black,Friday
960,No,female,55,ireland,kildare,joy,despair,joy,despair,despair,despair,despair,despair,despair,joy,meh,joy,despair,meh,joy,joy,joy,meh,meh,despair,despair,joy,joy,joy,meh,meh,meh,despair,meh,joy,meh,despair,meh,meh,meh,meh,joy,despair,despair,despair,joy,despair,despair,meh,meh,despair,meh,joy,despair,joy,joy,meh,meh,despair,joy,joy,joy,joy,joy,joy,meh,meh,despair,meh,meh,joy,meh,despair,despair,joy,despair,meh,meh,joy,despair,meh,meh,despair,despair,despair,despair,despair,despair,joy,meh,despair,joy,joy,joy,despair,despair,despair,despair,meh,meh,despair,meh,despair,joy,despair,despair,despair,joy,White and gold,Sunday
961,No,female,18,usa,vermont,meh,meh,joy,meh,meh,meh,meh,meh,despair,meh,joy,joy,meh,meh,joy,meh,meh,meh,despair,meh,despair,joy,joy,meh,meh,meh,meh,meh,meh,joy,joy,meh,meh,meh,joy,joy,despair,meh,joy,meh,meh,meh,despair,meh,joy,joy,meh,meh,meh,joy,joy,meh,meh,meh,joy,joy,joy,meh,joy,joy,joy,joy,meh,meh,meh,meh,meh,meh,joy,joy,meh,joy,meh,meh,joy,joy,joy,meh,joy,meh,joy,meh,joy,meh,joy,despair,joy,joy,joy,meh,meh,meh,meh,joy,meh,meh,joy,despair,despair,despair,despair,despair,despair,Blue and black,Friday
962,No,male,55,usa,north dakota,joy,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,joy,meh,joy,joy,meh,meh,joy,meh,despair,despair,joy,meh,meh,despair,joy,meh,joy,despair,joy,joy,meh,joy,joy,meh,meh,joy,meh,joy,meh,joy,despair,despair,despair,meh,meh,meh,joy,joy,meh,meh,meh,meh,joy,joy,joy,joy,despair,meh,joy,joy,joy,despair,despair,meh,joy,despair,joy,joy,meh,meh,joy,despair,joy,despair,despair,despair,meh,joy,meh,meh,meh,meh,despair,meh,despair,meh,meh,joy,joy,meh,meh,joy,joy,joy,despair,meh,meh,meh,meh,despair,despair,joy,White and gold,Friday
963,No,female,34,usa,ohio,meh,despair,joy,meh,meh,meh,meh,despair,despair,joy,meh,meh,despair,joy,joy,joy,meh,despair,meh,despair,despair,despair,joy,meh,despair,meh,meh,despair,despair,joy,meh,meh,joy,joy,joy,joy,meh,despair,despair,meh,joy,meh,despair,meh,joy,meh,meh,meh,despair,joy,meh,joy,meh,despair,meh,joy,joy,joy,joy,joy,joy,joy,despair,joy,joy,joy,despair,despair,meh,joy,meh,joy,meh,despair,despair,joy,meh,meh,joy,despair,joy,joy,despair,joy,joy,despair,joy,joy,meh,meh,meh,meh,despair,joy,joy,meh,joy,despair,joy,meh,despair,despair,joy,White and gold,Sunday
964,No,male,40,usa,california,meh,joy,joy,meh,meh,meh,joy,meh,despair,meh,meh,joy,despair,joy,meh,meh,meh,despair,despair,despair,despair,meh,meh,joy,despair,meh,despair,joy,despair,joy,despair,meh,despair,joy,despair,despair,joy,meh,joy,meh,joy,meh,despair,despair,meh,meh,joy,joy,meh,meh,despair,meh,meh,joy,meh,joy,joy,despair,meh,meh,meh,meh,meh,meh,meh,joy,meh,despair,joy,meh,joy,meh,despair,joy,despair,joy,joy,meh,meh,despair,meh,meh,meh,meh,meh,despair,joy,meh,despair,meh,meh,despair,joy,joy,despair,despair,joy,meh,joy,meh,despair,despair,joy,White and gold,Friday
965,No,female,49,usa,tennessee,despair,despair,joy,despair,despair,meh,despair,meh,despair,despair,despair,meh,despair,meh,joy,joy,meh,meh,joy,despair,joy,joy,joy,joy,meh,meh,meh,despair,despair,meh,meh,joy,meh,joy,joy,joy,joy,meh,joy,meh,joy,meh,meh,joy,joy,meh,joy,meh,despair,meh,meh,joy,meh,joy,meh,meh,meh,meh,meh,meh,meh,meh,joy,meh,joy,joy,meh,despair,meh,joy,despair,meh,joy,meh,despair,joy,meh,meh,meh,meh,joy,meh,joy,meh,joy,despair,joy,joy,joy,meh,meh,joy,despair,meh,meh,joy,joy,meh,joy,meh,meh,meh,joy,White and gold,Friday
966,No,male,56,usa,pennsylvania,meh,despair,joy,meh,meh,meh,meh,despair,despair,joy,joy,meh,despair,meh,joy,despair,meh,meh,despair,despair,despair,despair,joy,meh,despair,meh,meh,meh,despair,despair,joy,meh,joy,despair,joy,joy,joy,meh,joy,meh,joy,joy,despair,despair,meh,meh,joy,meh,joy,joy,meh,meh,meh,despair,joy,joy,joy,joy,joy,joy,joy,joy,meh,meh,joy,despair,joy,joy,meh,joy,meh,meh,despair,despair,despair,meh,meh,meh,meh,despair,joy,meh,meh,joy,meh,despair,joy,meh,joy,meh,meh,meh,despair,joy,joy,meh,meh,meh,meh,meh,despair,despair,joy,White and gold,Friday
967,No,female,40,usa,oregon,joy,meh,joy,meh,meh,meh,meh,meh,despair,joy,joy,despair,despair,joy,joy,joy,despair,despair,meh,despair,despair,meh,meh,despair,despair,meh,meh,despair,despair,meh,meh,meh,joy,meh,meh,meh,despair,despair,meh,despair,meh,meh,despair,joy,joy,meh,meh,meh,despair,joy,meh,joy,meh,meh,joy,joy,meh,meh,joy,meh,meh,meh,joy,despair,despair,meh,meh,despair,meh,joy,meh,meh,despair,despair,despair,joy,joy,meh,joy,despair,joy,despair,despair,joy,meh,despair,meh,meh,meh,despair,joy,despair,despair,joy,joy,meh,joy,despair,despair,joy,despair,despair,meh,White and gold,Friday
968,No,male,54,united kingdom,massachusetts,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
969,No,female,34,usa,pennsylvania,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
970,No,female,36,usa,maryland,meh,despair,joy,meh,despair,despair,meh,despair,meh,joy,despair,meh,despair,joy,meh,joy,joy,despair,despair,despair,despair,despair,joy,despair,despair,joy,despair,joy,despair,joy,meh,meh,joy,joy,meh,meh,despair,despair,despair,despair,despair,despair,meh,meh,meh,meh,meh,meh,meh,joy,joy,joy,meh,joy,joy,joy,meh,joy,meh,meh,meh,meh,meh,despair,meh,joy,meh,despair,meh,meh,meh,despair,despair,despair,despair,joy,joy,meh,joy,despair,joy,joy,meh,joy,meh,despair,joy,joy,joy,despair,meh,despair,despair,meh,meh,meh,joy,despair,despair,meh,despair,despair,meh,White and gold,Friday
971,No,female,63,usa,massachusetts,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
972,No,female,35,usa,utah,meh,despair,meh,meh,meh,meh,joy,meh,despair,meh,joy,joy,despair,joy,meh,meh,joy,meh,meh,despair,despair,joy,meh,despair,despair,despair,despair,joy,despair,joy,meh,meh,meh,joy,meh,meh,despair,despair,meh,meh,joy,meh,despair,meh,meh,joy,joy,joy,joy,meh,meh,joy,meh,joy,joy,meh,meh,meh,despair,joy,meh,joy,meh,despair,despair,joy,meh,joy,joy,joy,meh,joy,despair,joy,despair,meh,meh,meh,joy,despair,joy,joy,meh,meh,joy,meh,meh,meh,joy,meh,meh,meh,despair,despair,meh,meh,meh,despair,joy,meh,despair,despair,joy,Blue and black,Friday
973,No,male,40,usa,texas,despair,despair,joy,meh,joy,despair,joy,meh,despair,joy,joy,meh,despair,joy,joy,meh,despair,meh,meh,despair,despair,despair,meh,meh,despair,meh,despair,despair,despair,joy,meh,meh,meh,joy,meh,meh,joy,meh,joy,despair,joy,despair,despair,meh,joy,despair,joy,meh,despair,joy,meh,meh,meh,despair,meh,despair,joy,despair,despair,joy,despair,despair,despair,meh,meh,meh,meh,despair,joy,meh,joy,despair,joy,joy,despair,joy,joy,despair,joy,despair,joy,joy,meh,meh,joy,despair,joy,joy,despair,despair,despair,meh,despair,joy,joy,despair,joy,despair,despair,despair,despair,despair,joy,Blue and black,Sunday
974,No,male,56,usa,massachusetts,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,White and gold,Friday
975,Yes,male,49,usa,minnesota,joy,meh,meh,meh,meh,meh,meh,despair,despair,joy,meh,joy,despair,meh,meh,joy,joy,meh,meh,joy,despair,joy,meh,despair,meh,joy,joy,joy,despair,meh,meh,despair,joy,joy,meh,meh,joy,meh,joy,despair,meh,despair,despair,meh,meh,joy,joy,meh,meh,meh,meh,meh,meh,joy,joy,meh,meh,meh,meh,meh,meh,meh,meh,meh,meh,joy,joy,despair,meh,meh,meh,despair,meh,meh,meh,joy,meh,meh,meh,meh,meh,meh,meh,joy,meh,meh,meh,meh,joy,meh,meh,meh,despair,despair,meh,despair,meh,despair,joy,meh,despair,despair,meh,White and gold,Friday
976,No,male,38,south korea,california,joy,despair,joy,meh,joy,despair,meh,joy,despair,joy,joy,joy,meh,meh,joy,joy,meh,meh,meh,joy,despair,meh,joy,joy,despair,meh,meh,meh,despair,joy,meh,meh,joy,joy,joy,joy,despair,despair,meh,despair,meh,meh,despair,joy,joy,meh,meh,joy,despair,joy,meh,joy,joy,joy,meh,joy,meh,joy,meh,meh,joy,meh,despair,meh,meh,joy,joy,meh,joy,joy,joy,meh,despair,joy,despair,joy,joy,despair,meh,joy,joy,joy,joy,joy,joy,despair,joy,joy,joy,meh,meh,meh,despair,joy,joy,meh,joy,joy,joy,joy,despair,despair,joy,White and gold,Sunday
